frame_idx,x,y,w,h,ellipse_x,ellipse_y,ellipse_w,ellipse_h,ellipse_angle
17,135,63,73.05422973632812,80.84476470947266,129.40838623046875,105.4989013671875,73.05422973632812,80.84476470947266,0.0
18,130,61,73.2672119140625,81.11043548583984,134.41140747070312,107.12472534179688,73.2672119140625,81.11043548583984,0.0
19,131,65,73.60916137695312,81.38923645019531,133.53768920898438,103.03118896484375,73.60916137695312,81.38923645019531,0.0
20,134,64,73.65530395507812,81.57533264160156,130.5062255859375,104.38279724121094,73.65530395507812,81.57533264160156,0.0
21,129,65,73.81256103515625,81.7716293334961,135.44882202148438,103.470703125,73.81256103515625,81.7716293334961,0.0
22,126,60,73.8980941772461,81.96489715576172,138.5367431640625,108.86767578125,73.8980941772461,81.96489715576172,0.0
23,134,68,73.96324157714844,82.13929748535156,130.59088134765625,100.9669189453125,73.96324157714844,82.13929748535156,0.0
24,132,60,74.01333618164062,82.31085968017578,132.6131591796875,108.99172973632812,74.01333618164062,82.31085968017578,0.0
25,158,79,73.94108581542969,82.37372589111328,106.68075561523438,89.9979248046875,73.94108581542969,82.37372589111328,0.0
26,136,65,73.9695053100586,82.49984741210938,128.69259643554688,103.62448120117188,73.9695053100586,82.49984741210938,0.0
27,129,63,73.96066284179688,82.53286743164062,135.67657470703125,105.5311279296875,73.96066284179688,82.53286743164062,0.0
28,135,67,73.88633728027344,82.56819915771484,129.71527099609375,101.13278198242188,73.88633728027344,82.56819915771484,0.0
29,135,64,73.8877182006836,82.56340789794922,129.74172973632812,104.408203125,73.8877182006836,82.56340789794922,0.0
30,127,63,74.51780700683594,82.80049896240234,137.80615234375,105.10205078125,74.51780700683594,82.80049896240234,0.0
31,133,62,74.07730102539062,82.7908706665039,131.76837158203125,106.4005126953125,74.07730102539062,82.7908706665039,0.0
32,133,66,73.80657958984375,82.79659271240234,131.72341918945312,102.47512817382812,73.80657958984375,82.79659271240234,0.0
33,137,72,73.82227325439453,82.85530090332031,128.19229125976562,96.8687744140625,73.82227325439453,82.85530090332031,0.0
34,128,61,74.53352355957031,83.14664459228516,137.93820190429688,109.09219360351562,74.53352355957031,83.14664459228516,0.0
35,130,65,74.67577362060547,83.3581314086914,136.19754028320312,105.77304077148438,74.67577362060547,83.3581314086914,0.0
36,136,63,75.06317138671875,83.62944030761719,130.29830932617188,107.94326782226562,75.06317138671875,83.62944030761719,0.0
37,135,61,75.06224060058594,83.86493682861328,131.328125,109.98580932617188,75.06224060058594,83.86493682861328,0.0
38,117,51,75.0545883178711,84.03817749023438,149.3558349609375,119.9964599609375,75.0545883178711,84.03817749023438,0.0
39,136,68,75.00471496582031,84.17327880859375,130.41656494140625,102.99911499023438,75.00471496582031,84.17327880859375,0.0
40,123,54,75.2327880859375,84.32989501953125,143.37762451171875,116.99978637695312,75.2327880859375,84.32989501953125,0.0
41,144,70,75.08805847167969,84.43788146972656,122.415771484375,100.99993896484375,75.08805847167969,84.43788146972656,0.0
42,125,60,75.44450378417969,84.60955810546875,141.37646484375,110.99998474121094,75.44450378417969,84.60955810546875,0.0
43,130,65,75.63024139404297,84.8149185180664,136.464111328125,106.0,75.63024139404297,84.8149185180664,0.0
44,137,67,75.59396362304688,84.89323425292969,129.50592041015625,104.375,75.59396362304688,84.89323425292969,0.0
45,119,59,75.64958190917969,85.00508880615234,147.49649047851562,112.46875,75.64958190917969,85.00508880615234,0.0
46,131,68,76.2203598022461,85.28805541992188,135.54055786132812,103.1171875,76.2203598022461,85.28805541992188,0.0
47,125,64,76.33955383300781,85.40769958496094,141.5430908203125,107.404296875,76.33955383300781,85.40769958496094,0.0
48,129,68,76.50312042236328,85.58342742919922,137.5084228515625,103.47607421875,76.50312042236328,85.58342742919922,0.0
49,125,63,76.16460418701172,85.64054107666016,141.45404052734375,108.4940185546875,76.16460418701172,85.64054107666016,0.0
50,126,61,76.43817138671875,85.79634094238281,140.5697021484375,110.49850463867188,76.43817138671875,85.79634094238281,0.0
51,127,64,76.71961975097656,86.00047302246094,139.58352661132812,107.4996337890625,76.71961975097656,86.00047302246094,0.0
52,122,64,76.90167236328125,86.15760803222656,144.06350708007812,108.24990844726562,76.90167236328125,86.15760803222656,0.0
53,119,60,77.40607452392578,86.29150390625,146.31137084960938,113.56246948242188,77.40607452392578,86.29150390625,0.0
54,127,61,76.70068359375,86.17491149902344,138.10696411132812,113.265625,76.70068359375,86.17491149902344,0.0
55,118,59,77.09750366210938,86.282958984375,147.18585205078125,115.06640625,77.09750366210938,86.282958984375,0.0
56,130,64,77.54348754882812,86.44206237792969,135.35421752929688,110.0166015625,77.54348754882812,86.44206237792969,0.0
57,125,64,77.22538757324219,86.33121490478516,140.28192138671875,110.379150390625,77.22538757324219,86.33121490478516,0.0
58,124,60,77.54177856445312,86.46092224121094,141.32354736328125,114.09478759765625,77.54177856445312,86.46092224121094,0.0
59,118,61,77.27314758300781,86.4125747680664,147.19921875,113.02369689941406,77.27314758300781,86.4125747680664,0.0
60,120,67,77.516357421875,86.51461029052734,145.335693359375,107.00592041015625,77.516357421875,86.51461029052734,0.0
61,110,56,78.35896301269531,86.82543182373047,155.55368041992188,118.00148010253906,78.35896301269531,86.82543182373047,0.0
62,129,67,77.76214599609375,86.70458221435547,136.37921142578125,107.7503662109375,77.76214599609375,86.70458221435547,0.0
63,110,51,77.5302734375,86.58551025390625,155.26214599609375,123.93759155273438,77.5302734375,86.58551025390625,0.0
64,126,64,78.5704345703125,86.863525390625,138.70870971679688,109.48440551757812,78.5704345703125,86.863525390625,0.0
65,121,62,79.05149841308594,87.13517761230469,143.4681396484375,110.74609375,79.05149841308594,87.13517761230469,0.0
66,123,61,78.865478515625,87.21135711669922,141.47259521484375,111.9365234375,78.865478515625,87.21135711669922,0.0
67,106,47,78.34371948242188,87.03502655029297,158.350830078125,125.984130859375,78.34371948242188,87.03502655029297,0.0
68,128,60,78.65491485595703,87.11258697509766,136.65121459960938,112.99603271484375,78.65491485595703,87.11258697509766,0.0
69,126,62,79.3267822265625,87.35173034667969,138.8363037109375,110.62400817871094,79.3267822265625,87.35173034667969,0.0
70,119,58,80.34297180175781,87.80268859863281,145.98468017578125,114.156005859375,80.34297180175781,87.80268859863281,0.0
71,118,54,79.16683959960938,87.55135345458984,146.72869873046875,118.78900146484375,79.16683959960938,87.55135345458984,0.0
72,124,60,80.28992462158203,87.94799041748047,141.07009887695312,112.57225036621094,80.28992462158203,87.94799041748047,0.0
73,118,59,80.74349975585938,88.34410858154297,147.1322021484375,113.51806640625,80.74349975585938,88.34410858154297,0.0
74,123,59,80.32698059082031,88.48430633544922,142.12457275390625,113.8795166015625,80.32698059082031,88.48430633544922,0.0
75,130,65,80.15695190429688,88.60807800292969,135.12091064453125,107.96987915039062,80.15695190429688,88.60807800292969,0.0
76,123,58,79.97921752929688,88.67599487304688,142.1617431640625,115.36746215820312,79.97921752929688,88.67599487304688,0.0
77,125,61,79.98589324951172,88.7964096069336,140.139892578125,112.46685791015625,79.98589324951172,88.7964096069336,0.0
78,118,51,79.90802001953125,88.8572769165039,147.1209716796875,122.49171447753906,79.90802001953125,88.8572769165039,0.0
79,127,62,79.6446762084961,88.77110290527344,138.1138916015625,111.4979248046875,79.6446762084961,88.77110290527344,0.0
80,118,56,79.59355926513672,88.7378158569336,147.17413330078125,117.87448120117188,79.59355926513672,88.7378158569336,0.0
81,120,61,79.65925598144531,88.84574890136719,145.20172119140625,112.9686279296875,79.65925598144531,88.84574890136719,0.0
82,114,52,79.71495056152344,88.88276672363281,151.18646240234375,122.36715698242188,79.71495056152344,88.88276672363281,0.0
83,123,60,80.55892944335938,89.18893432617188,142.29827880859375,114.466796875,80.55892944335938,89.18893432617188,0.0
84,123,56,80.16151428222656,89.17694091796875,142.13372802734375,118.86669921875,80.16151428222656,89.17694091796875,0.0
85,131,60,80.04957580566406,89.22563171386719,134.18243408203125,115.3416748046875,80.04957580566406,89.22563171386719,0.0
86,117,53,79.83807373046875,89.26287841796875,148.169189453125,122.46041870117188,79.83807373046875,89.26287841796875,0.0
87,111,49,79.75180053710938,89.32026672363281,154.15576171875,126.8651123046875,79.75180053710938,89.32026672363281,0.0
88,119,56,79.76956176757812,89.33549499511719,146.0662841796875,120.34127807617188,79.76956176757812,89.33549499511719,0.0
89,120,56,80.31773376464844,89.52568054199219,145.15054321289062,120.0853271484375,80.31773376464844,89.52568054199219,0.0
90,124,60,80.30575561523438,89.57231140136719,141.142822265625,116.02133178710938,80.30575561523438,89.57231140136719,0.0
91,113,53,80.76272583007812,89.76681518554688,152.26510620117188,123.00534057617188,80.76272583007812,89.76681518554688,0.0
92,121,57,81.37190246582031,90.09977722167969,144.39669799804688,119.0013427734375,81.37190246582031,90.09977722167969,0.0
93,112,50,81.30332946777344,90.27156829833984,153.39752197265625,126.00033569335938,81.30332946777344,90.27156829833984,0.0
94,120,58,81.47418212890625,90.52933502197266,145.365234375,118.00009155273438,81.47418212890625,90.52933502197266,0.0
95,124,58,80.54708862304688,90.45747375488281,141.24301147460938,118.00003051757812,80.54708862304688,90.45747375488281,0.0
96,109,50,80.2304916381836,90.34891510009766,156.211669921875,126.0,80.2304916381836,90.34891510009766,0.0
97,124,58,80.82659912109375,90.5051040649414,141.38119506835938,118.0,80.82659912109375,90.5051040649414,0.0
98,128,59,80.60342407226562,90.44203186035156,137.4954833984375,117.0,80.60342407226562,90.44203186035156,0.0
99,115,55,80.94741821289062,90.5744857788086,149.6478271484375,121.375,80.94741821289062,90.5744857788086,0.0
100,117,58,80.9493637084961,90.44491577148438,145.30905151367188,120.71875,80.9493637084961,90.44491577148438,0.0
101,111,59,82.44163513183594,90.74797058105469,151.142578125,119.9296875,82.44163513183594,90.74797058105469,0.0
102,111,56,82.37646484375,90.80148315429688,151.178466796875,122.982421875,82.37646484375,90.80148315429688,0.0
103,109,54,81.96054077148438,90.67959594726562,153.07601928710938,124.99560546875,81.96054077148438,90.67959594726562,0.0
104,109,55,82.96965789794922,90.96500396728516,153.26437377929688,123.6239013671875,82.96965789794922,90.96500396728516,0.0
105,114,56,82.39231872558594,90.89822387695312,148.27102661132812,122.90597534179688,82.39231872558594,90.89822387695312,0.0
106,114,58,81.92526245117188,90.71015930175781,148.10501098632812,120.97650146484375,81.92526245117188,90.71015930175781,0.0
107,114,55,81.74651336669922,90.54566955566406,148.07107543945312,123.99412536621094,81.74651336669922,90.54566955566406,0.0
108,113,56,81.79759216308594,90.39401245117188,149.02197265625,122.99853515625,81.79759216308594,90.39401245117188,0.0
109,122,59,81.87300872802734,90.21424865722656,140.0762939453125,119.9996337890625,81.87300872802734,90.21424865722656,0.0
110,120,58,81.71073913574219,90.02288818359375,142.09423828125,120.62490844726562,81.71073913574219,90.02288818359375,0.0
111,104,56,81.7691650390625,89.99092864990234,158.24407958984375,122.15621948242188,81.7691650390625,89.99092864990234,0.0
112,110,59,82.6853256225586,90.2733154296875,152.5855712890625,118.6640625,82.6853256225586,90.2733154296875,0.0
113,126,62,82.32074737548828,90.1614990234375,136.29220581054688,115.541015625,82.32074737548828,90.1614990234375,0.0
114,125,69,82.69902038574219,90.33561706542969,137.31240844726562,107.76025390625,82.69902038574219,90.33561706542969,0.0
115,105,54,82.75272369384766,89.66861724853516,157.20941162109375,127.4400634765625,82.75272369384766,89.66861724853516,0.0
116,94,67,83.323486328125,88.45597076416016,165.51580810546875,127.61001586914062,83.323486328125,88.45597076416016,0.0
117,100,79,81.5291519165039,85.3791732788086,154.7107391357422,130.52749633789062,81.5291519165039,85.3791732788086,0.0
118,100,79,80.41693115234375,82.42527770996094,148.67404174804688,141.00686645507812,80.41693115234375,82.42527770996094,0.0
119,100,79,81.83442687988281,80.1111068725586,142.816650390625,147.376708984375,81.83442687988281,80.1111068725586,0.0
120,100,79,83.14845275878906,77.89087677001953,137.26678466796875,150.84417724609375,83.14845275878906,77.89087677001953,0.0
121,100,79,84.11750793457031,75.79913330078125,134.2904052734375,152.08604431152344,84.11750793457031,75.79913330078125,0.0
122,100,79,85.78866577148438,74.3818588256836,132.78900146484375,151.64651489257812,85.78866577148438,74.3818588256836,0.0
123,100,79,86.82814025878906,73.27201843261719,132.6482391357422,150.41162109375,86.82814025878906,73.27201843261719,0.0
124,100,79,85.94035339355469,71.77030181884766,132.29974365234375,150.8529052734375,85.94035339355469,71.77030181884766,0.0
125,100,79,84.9017333984375,70.25706481933594,132.0851593017578,150.58822631835938,84.9017333984375,70.25706481933594,0.0
126,100,79,83.8555908203125,68.93187713623047,131.27684020996094,149.77206420898438,83.8555908203125,68.93187713623047,0.0
127,100,79,82.7940673828125,67.76136779785156,130.31997680664062,149.56802368164062,82.7940673828125,67.76136779785156,0.0
128,100,79,83.07451629638672,67.2363510131836,129.17120361328125,148.39199829101562,83.07451629638672,67.2363510131836,0.0
129,100,79,82.15818786621094,66.65084838867188,129.81809997558594,147.34799194335938,82.15818786621094,66.65084838867188,0.0
130,100,79,81.6999740600586,66.53108215332031,130.01126098632812,145.96200561523438,81.6999740600586,66.53108215332031,0.0
131,101,127,81.63304138183594,66.59156036376953,128.8216552734375,97.24050903320312,81.63304138183594,66.59156036376953,0.0
132,101,127,80.49728393554688,66.21432495117188,128.36968994140625,97.06011962890625,80.49728393554688,66.21432495117188,0.0
133,101,127,79.75169372558594,65.98877716064453,128.7690887451172,96.26502990722656,79.75169372558594,65.98877716064453,0.0
134,101,127,78.51152801513672,65.58807373046875,130.7989959716797,95.69125366210938,78.51152801513672,65.58807373046875,0.0
135,83,85,77.9881591796875,65.37737274169922,149.308349609375,137.17282104492188,77.9881591796875,65.37737274169922,0.0
136,94,103,76.97419738769531,65.17295837402344,138.49441528320312,118.668212890625,76.97419738769531,65.17295837402344,0.0
137,93,97,75.42039489746094,64.41155242919922,139.88345336914062,125.29205322265625,75.42039489746094,64.41155242919922,0.0
138,93,97,74.68104553222656,64.08219909667969,140.20855712890625,124.69801330566406,74.68104553222656,64.08219909667969,0.0
139,93,97,73.28068542480469,63.40090560913086,140.38809204101562,124.92449951171875,73.28068542480469,63.40090560913086,0.0
140,93,97,72.40837097167969,62.83601379394531,140.3309326171875,124.60612487792969,72.40837097167969,62.83601379394531,0.0
141,93,97,71.6332778930664,62.3472785949707,140.58230590820312,124.15153503417969,71.6332778930664,62.3472785949707,0.0
142,93,97,71.04734802246094,61.90676498413086,140.52633666992188,124.03788757324219,71.04734802246094,61.90676498413086,0.0
143,93,97,70.22900390625,61.268306732177734,140.78433227539062,124.00947570800781,70.22900390625,61.268306732177734,0.0
144,93,97,69.05793762207031,60.53221130371094,140.80953979492188,124.00236511230469,69.05793762207031,60.53221130371094,0.0
145,93,97,68.26051330566406,59.989723205566406,141.95025634765625,123.25059509277344,68.26051330566406,59.989723205566406,0.0
146,88,105,69.10552215576172,59.8439826965332,147.0535430908203,114.68765258789062,69.10552215576172,59.8439826965332,0.0
147,88,105,69.0986099243164,59.645751953125,147.2766571044922,114.54690551757812,69.0986099243164,59.645751953125,0.0
148,88,105,68.53273010253906,59.411312103271484,147.1952667236328,114.51171875,68.53273010253906,59.411312103271484,0.0
149,88,105,66.89285278320312,58.83668899536133,147.26393127441406,114.8779296875,66.89285278320312,58.83668899536133,0.0
150,88,105,67.36903381347656,58.71701431274414,147.3436279296875,114.219482421875,67.36903381347656,58.71701431274414,0.0
151,88,105,67.4407958984375,58.516998291015625,147.16384887695312,114.05487060546875,67.4407958984375,58.516998291015625,0.0
152,88,105,66.80870819091797,58.1390380859375,147.79684448242188,113.63871765136719,66.80870819091797,58.1390380859375,0.0
153,88,105,64.01423645019531,57.30206298828125,149.58212280273438,112.78468322753906,64.01423645019531,57.30206298828125,0.0
154,88,105,64.97726440429688,57.320465087890625,149.94668579101562,111.4461669921875,64.97726440429688,57.320465087890625,0.0
155,88,105,64.05253601074219,56.95494842529297,150.38275146484375,111.11154174804688,64.05253601074219,56.95494842529297,0.0
156,103,101,65.93010711669922,57.03470230102539,135.6842498779297,114.27789306640625,65.93010711669922,57.03470230102539,0.0
157,103,101,63.465576171875,56.45613479614258,135.87953186035156,114.81947326660156,63.465576171875,56.45613479614258,0.0
158,97,90,63.37957000732422,56.18495178222656,141.8646240234375,125.57986450195312,63.37957000732422,56.18495178222656,0.0
159,97,90,63.46958923339844,55.96238708496094,141.89773559570312,125.51995849609375,63.46958923339844,55.96238708496094,0.0
160,97,90,62.27625274658203,55.445526123046875,141.79928588867188,125.87998962402344,62.27625274658203,55.445526123046875,0.0
161,97,90,61.12894821166992,54.87334442138672,141.5806884765625,125.97000122070312,61.12894821166992,54.87334442138672,0.0
162,97,90,60.892417907714844,54.68539047241211,141.75682067871094,125.24249267578125,60.892417907714844,54.68539047241211,0.0
163,106,113,60.354393005371094,54.5561637878418,132.71426391601562,101.68562316894531,60.354393005371094,54.5561637878418,0.0
164,78,63,60.03772735595703,54.30708694458008,160.66531372070312,151.54640197753906,60.03772735595703,54.30708694458008,0.0
165,78,63,59.8735237121582,54.191932678222656,160.4102783203125,151.1365966796875,59.8735237121582,54.191932678222656,0.0
166,78,63,59.6881103515625,54.08897399902344,160.12548828125,151.03414916992188,59.6881103515625,54.08897399902344,0.0
167,78,63,58.735321044921875,53.656333923339844,160.09519958496094,151.383544921875,58.735321044921875,53.656333923339844,0.0
168,79,82,59.06599426269531,53.61188507080078,159.04586791992188,131.72088623046875,59.06599426269531,53.61188507080078,0.0
169,79,82,60.2015495300293,53.74638748168945,159.15985107421875,131.1802215576172,60.2015495300293,53.74638748168945,0.0
170,79,82,61.46072769165039,53.97165298461914,159.05943298339844,131.04505920410156,61.46072769165039,53.97165298461914,0.0
171,79,82,61.990875244140625,54.101070404052734,159.39199829101562,131.01126098632812,61.990875244140625,54.101070404052734,0.0
172,79,82,61.58360290527344,54.07867431640625,160.04229736328125,131.3778076171875,61.58360290527344,54.07867431640625,0.0
173,79,82,59.04302215576172,53.5970573425293,160.20994567871094,131.84445190429688,59.04302215576172,53.5970573425293,0.0
174,79,82,58.36576843261719,53.34417724609375,160.60958862304688,131.96112060546875,58.36576843261719,53.34417724609375,0.0
175,79,82,57.00523376464844,52.9008674621582,160.95489501953125,132.3652801513672,57.00523376464844,52.9008674621582,0.0
176,79,82,56.31064224243164,52.60267639160156,161.1128692626953,132.09132385253906,56.31064224243164,52.60267639160156,0.0
177,79,82,54.90879821777344,51.812164306640625,161.18821716308594,133.1478271484375,54.90879821777344,51.812164306640625,0.0
178,79,82,54.14710998535156,51.27973556518555,161.1604766845703,133.03695678710938,54.14710998535156,51.27973556518555,0.0
179,79,82,53.76435852050781,50.68328857421875,161.2736053466797,133.00924682617188,53.76435852050781,50.68328857421875,0.0
180,79,82,53.57087707519531,50.144989013671875,161.31996154785156,133.0023193359375,53.57087707519531,50.144989013671875,0.0
181,79,82,53.96620178222656,49.91450881958008,161.6176300048828,132.62557983398438,53.96620178222656,49.91450881958008,0.0
182,79,82,51.76361846923828,48.96985626220703,164.49444580078125,129.15640258789062,51.76361846923828,48.96985626220703,0.0
183,79,82,52.164337158203125,48.22697067260742,169.11131286621094,117.78909301757812,52.164337158203125,48.22697067260742,0.0
184,79,82,49.803009033203125,47.670379638671875,173.22299194335938,104.072265625,49.803009033203125,47.670379638671875,0.0
185,149,72,48.89929962158203,48.43217468261719,105.35971069335938,102.01806640625,48.89929962158203,48.43217468261719,0.0
186,153,75,47.18887710571289,49.55205535888672,102.67022705078125,93.0045166015625,47.18887710571289,49.55205535888672,0.0
187,157,74,44.464473724365234,50.46864318847656,99.712646484375,94.37612915039062,44.464473724365234,50.46864318847656,0.0
188,154,73,45.341346740722656,51.308799743652344,104.9053955078125,95.84402465820312,45.341346740722656,51.308799743652344,0.0
189,166,79,44.21562194824219,51.97380065917969,93.37442016601562,90.71099853515625,44.21562194824219,51.97380065917969,0.0
190,157,75,44.10508728027344,52.688560485839844,103.62939453125,95.30274963378906,44.10508728027344,52.688560485839844,0.0
191,152,73,43.03568649291992,53.00413513183594,109.15643310546875,98.20068359375,43.03568649291992,53.00413513183594,0.0
192,162,75,43.75897216796875,53.82836151123047,99.51824951171875,95.3001708984375,43.75897216796875,53.82836151123047,0.0
193,169,82,43.64979934692383,54.237728118896484,92.95709228515625,89.20004272460938,43.64979934692383,54.237728118896484,0.0
194,159,69,44.300331115722656,54.76338577270508,103.24072265625,101.30001831054688,44.300331115722656,54.76338577270508,0.0
195,156,71,44.06694793701172,55.02663803100586,106.36773681640625,99.07501220703125,44.06694793701172,55.02663803100586,0.0
196,173,76,43.72809982299805,55.513946533203125,89.315673828125,94.39375305175781,43.72809982299805,55.513946533203125,0.0
197,154,73,44.61236572265625,55.94404602050781,108.9783935546875,97.09843444824219,44.61236572265625,55.94404602050781,0.0
198,151,72,44.304107666015625,56.54621505737305,111.71826171875,99.14961242675781,44.304107666015625,56.54621505737305,0.0
199,147,71,43.147789001464844,56.93009948730469,115.20416259765625,100.03739929199219,43.147789001464844,56.93009948730469,0.0
200,152,72,45.989070892333984,57.592716217041016,111.23565673828125,98.63435363769531,45.989070892333984,57.592716217041016,0.0
201,151,74,46.61228942871094,58.09617233276367,112.37548828125,96.90858459472656,46.61228942871094,58.09617233276367,0.0
202,133,68,47.78693389892578,58.81650924682617,130.146240234375,102.60214233398438,47.78693389892578,58.81650924682617,0.0
203,152,75,47.64268493652344,59.20781707763672,111.67938232421875,96.27554321289062,47.64268493652344,59.20781707763672,0.0
204,147,74,48.777889251708984,60.01194763183594,116.45050048828125,97.06887817382812,48.777889251708984,60.01194763183594,0.0
205,141,67,49.761959075927734,60.92667007446289,123.01934814453125,102.8922119140625,49.761959075927734,60.92667007446289,0.0
206,141,65,49.43977355957031,61.402347564697266,122.25625610351562,106.09805297851562,49.43977355957031,61.402347564697266,0.0
207,144,71,51.865962982177734,62.16520309448242,119.991943359375,99.27450561523438,51.865962982177734,62.16520309448242,0.0
208,106,48,53.23469924926758,62.93873596191406,158.00958251953125,122.81863403320312,53.23469924926758,62.93873596191406,0.0
209,143,69,53.9332160949707,63.815818786621094,121.18316650390625,101.20465087890625,53.9332160949707,63.815818786621094,0.0
210,176,86,56.75616455078125,64.59701538085938,89.16082763671875,83.67616271972656,56.75616455078125,64.59701538085938,0.0
211,145,70,56.504310607910156,65.2995834350586,119.4912109375,99.91903686523438,56.504310607910156,65.2995834350586,0.0
212,140,72,58.536865234375,65.93480682373047,125.05413818359375,97.60476684570312,58.536865234375,65.93480682373047,0.0
213,151,73,58.960853576660156,66.51627349853516,114.26800537109375,96.52618408203125,58.960853576660156,66.51627349853516,0.0
214,146,68,59.4013557434082,67.12893676757812,119.66836547851562,101.88154602050781,59.4013557434082,67.12893676757812,0.0
215,176,83,59.71435546875,67.75921630859375,89.82806396484375,86.59538269042969,59.71435546875,67.75921630859375,0.0
216,144,67,59.87646484375,68.31085968017578,121.78805541992188,102.52384948730469,59.87646484375,68.31085968017578,0.0
217,155,75,60.664485931396484,68.94467163085938,110.81512451171875,94.50596618652344,60.664485931396484,68.94467163085938,0.0
218,151,71,61.265098571777344,69.43692016601562,114.45526123046875,98.50149536132812,61.265098571777344,69.43692016601562,0.0
219,158,76,61.576255798339844,69.79187774658203,107.358642578125,93.8753662109375,61.576255798339844,69.79187774658203,0.0
220,132,68,61.85020446777344,70.3682632446289,133.742431640625,101.96884155273438,61.85020446777344,70.3682632446289,0.0
221,139,64,61.709129333496094,70.86711883544922,126.80120849609375,105.99221801757812,61.709129333496094,70.86711883544922,0.0
222,144,73,62.844703674316406,71.34349822998047,121.40704345703125,96.998046875,62.844703674316406,71.34349822998047,0.0
223,142,71,62.62546157836914,71.565185546875,123.3765869140625,99.37451171875,62.62546157836914,71.565185546875,0.0
224,152,75,62.594810485839844,71.7899169921875,113.34722900390625,95.4686279296875,62.594810485839844,71.7899169921875,0.0
225,125,65,63.37376022338867,72.31905364990234,140.6300048828125,105.11715698242188,63.37376022338867,72.31905364990234,0.0
226,146,68,62.94972229003906,72.427490234375,119.467041015625,102.029296875,62.94972229003906,72.427490234375,0.0
227,133,62,62.63164520263672,72.73956298828125,132.84854125976562,108.00732421875,62.63164520263672,72.73956298828125,0.0
228,138,64,64.1474609375,73.36494445800781,127.66201782226562,105.6268310546875,64.1474609375,73.36494445800781,0.0
229,141,69,63.81365966796875,73.612060546875,124.87271118164062,101.28170776367188,63.81365966796875,73.612060546875,0.0
230,125,60,65.22422790527344,74.22015380859375,140.643798828125,110.0704345703125,65.22422790527344,74.22015380859375,0.0
231,138,69,65.71027374267578,74.59517669677734,127.55291748046875,101.39260864257812,65.71027374267578,74.59517669677734,0.0
232,135,66,66.69650268554688,75.11490631103516,130.45465087890625,104.09814453125,66.69650268554688,75.11490631103516,0.0
233,127,60,66.67524719238281,75.5833969116211,138.7554931640625,110.0245361328125,66.67524719238281,75.5833969116211,0.0
234,106,55,67.16863250732422,76.08090209960938,159.62100219726562,115.00613403320312,67.16863250732422,76.08090209960938,0.0
235,122,60,67.50263977050781,76.60250854492188,143.76605224609375,110.00152587890625,67.50263977050781,76.60250854492188,0.0
236,143,66,67.76529693603516,77.06814575195312,122.716796875,104.00038146972656,67.76529693603516,77.06814575195312,0.0
237,137,69,67.42941284179688,77.33685302734375,128.78912353515625,101.37509155273438,67.42941284179688,77.33685302734375,0.0
238,132,64,67.36640930175781,77.56905364990234,133.72760009765625,106.46878051757812,67.36640930175781,77.56905364990234,0.0
239,134,61,67.29066467285156,77.88753509521484,131.9647216796875,109.4921875,67.29066467285156,77.88753509521484,0.0
240,136,66,67.39466857910156,78.21983337402344,130.08956909179688,104.498046875,67.39466857910156,78.21983337402344,0.0
241,129,67,67.51968383789062,78.34040069580078,136.83163452148438,103.87451171875,67.51968383789062,78.34040069580078,0.0
242,129,61,69.68545532226562,78.7388687133789,136.199951171875,109.2186279296875,69.68545532226562,78.7388687133789,0.0
